,Country Name,Country Code,Year,Population,Period life expectancy at birth,Infant Mortality,GDP Per Capita,GNP Per Capita,PPP Per Capita,Continent,Log GDP Per Capita,Log GNP Per Capita,Log PPP Per Capita
923,Uzbekistan,UZB,1966,10289294.0,58.63,,,,,Asia,,,
924,British Virgin Islands,VGB,1966,8413.0,65.5,48.6,,,,North America,,,
925,Vanuatu,VUT,1966,76590.0,53.09,93.2,,,,Oceania,,,
926,Samoa,WSM,1966,131073.0,58.22,63.5,,,,Oceania,,,
927,South Africa,ZAF,1966,19690087.0,54.73,,721.75,700.0,,Africa,6.58168402727791,6.551080335043404,
928,Zambia,ZMB,1966,3812003.0,52.29,94.2,325.03,260.0,,Africa,5.783904709249118,5.560681631015528,
929,Zimbabwe,ZWE,1966,4601217.0,56.36,70.3,278.57,250.0,,Africa,5.6296603868508255,5.521460917862246,
930,Aruba,ABW,1967,58990.0,66.38,,,,,North America,,,
931,Afghanistan,AFG,1967,10505959.0,36.04,231.4,,,,Asia,,,
932,Angola,AGO,1967,5641807.0,38.62,,,,,Africa,,,
933,Albania,ALB,1967,1965598.0,62.98,,,,,Europe,,,
934,Andorra,AND,1967,15837.0,74.12,,,,,Europe,,,
935,United Arab Emirates,ARE,1967,179700.0,57.65,94.1,,,,Asia,,,
936,Argentina,ARG,1967,22799059.0,65.47,,1063.93,1240.0,,South America,6.969727546044537,7.122866658599083,
937,Armenia,ARM,1967,2307492.0,61.89,,,,,Europe,,,
938,American Samoa,ASM,1967,24863.0,65.81,,,,,Oceania,,,
939,Antigua and Barbuda,ATG,1967,61837.0,67.59,33.9,,,,North America,,,
940,Australia,AUS,1967,11799000.0,71.05,18.3,2580.11,2540.0,,Oceania,7.855587541976215,7.8399193600125825,
941,Austria,AUT,1967,7376998.0,70.12,26.5,1577.14,1590.0,,Europe,7.363369295717585,7.371489295214277,
942,Azerbaijan,AZE,1967,4832000.0,55.03,,,,,Europe,,,
943,Burundi,BDI,1967,3300690.0,43.33,116.7,54.02,50.0,,Africa,3.989319961864327,3.912023005428146,
944,Belgium,BEL,1967,9580991.0,70.91,22.6,2113.82,2130.0,,Europe,7.65625293456153,7.6638772587034705,
945,Benin,BEN,1967,2872997.0,41.76,144.6,106.59,110.0,,Africa,4.6689544401748835,4.700480365792417,
946,Burkina Faso,BFA,1967,5326348.0,38.43,163.5,84.63,90.0,,Africa,4.438255741434255,4.499809670330265,
947,Bangladesh,BGD,1967,63510929.0,48.07,151.0,114.21,,,Asia,4.738037823216685,,
948,Bulgaria,BGR,1967,8310226.0,70.41,30.8,,,,Europe,,,
949,Bahrain,BHR,1967,214189.0,61.04,87.5,,,,Asia,,,
950,Bosnia and Herzegovina,BIH,1967,3656223.0,63.73,,,,,Europe,,,
951,Belarus,BLR,1967,8785648.0,71.87,20.9,,,,Europe,,,
952,Belize,BLZ,1967,111272.0,61.44,82.4,426.26,430.0,,North America,6.055059040026441,6.063785208687608,
953,Bermuda,BMU,1967,49514.0,67.79,,2722.46,,,North America,7.909292019591251,,
954,Bolivia,BOL,1967,4292572.0,45.9,166.4,174.31,,,South America,5.160851059641939,,
955,Brazil,BRA,1967,88446124.0,56.02,108.4,351.47,310.0,,South America,5.862131757630278,5.736572297479192,
956,Barbados,BRB,1967,247091.0,67.92,46.9,508.13,680.0,,North America,6.230734507274117,6.522092798170152,
957,Bhutan,BTN,1967,278852.0,39.36,,,,,Asia,,,
958,Botswana,BWA,1967,580933.0,54.86,101.7,100.95,100.0,,Africa,4.614577048745184,4.605170185988092,
959,Central African Republic,CAF,1967,1960444.0,43.38,140.0,83.56,90.0,,Africa,4.425600420801065,4.499809670330265,
960,Canada,CAN,1967,20412000.0,72.08,21.2,3226.38,3150.0,,North America,8.079116892943588,8.055157731819678,
961,Switzerland,CHE,1967,5991785.0,72.74,16.9,3237.27,3020.0,,Europe,8.082486634726159,8.013012110368916,
962,Chile,CHL,1967,9348939.0,61.05,78.6,754.9,770.0,,South America,6.626580223771663,6.646390514847729,
963,China,CHN,1967,754550000.0,54.4,,96.59,100.0,,Asia,4.570466714499775,4.605170185988092,
964,Côte d'Ivoire,CIV,1967,4799744.0,41.96,174.3,225.62,220.0,,Africa,5.418856308454805,5.393627546352362,
965,Cameroon,CMR,1967,5977318.0,45.6,144.3,156.62,120.0,,Africa,5.053830730197161,4.787491742782046,
966,Colombia,COL,1967,19235618.0,60.15,79.4,302.83,300.0,,South America,5.713179873212174,5.703782474656201,
967,Comoros,COM,1967,223859.0,43.59,,,,,Africa,,,
968,Costa Rica,CRI,1967,1689523.0,65.55,65.9,414.0,410.0,,North America,6.0258575342637934,6.016157159698354,
969,Cuba,CUB,1967,8352625.0,66.51,35.1,,,,North America,,,
970,Curacao,CUW,1967,138140.0,67.4,,,,,North America,,,
971,Cayman Islands,CYM,1967,9769.0,63.2,,,,,North America,,,
972,Cyprus,CYP,1967,629251.0,66.91,,,,,Europe,,,
973,Czechia,CZE,1967,9852899.0,70.35,21.4,,,,Europe,,,
974,Germany,DEU,1967,76951336.0,70.96,,1885.62,1900.0,,Europe,7.542009818959185,7.549609165154532,
975,Djibouti,DJI,1967,121649.0,46.1,,,,,Africa,,,
976,Dominica,DMA,1967,65585.0,64.86,46.8,,,,North America,,,
977,Denmark,DNK,1967,4835354.0,72.95,16.1,2700.75,2640.0,,Europe,7.901283450395811,7.878534196140362,
978,Dominican Republic,DOM,1967,4038928.0,56.65,94.6,256.21,260.0,,North America,5.545984140084089,5.560681631015528,
979,Algeria,DZA,1967,12876118.0,42.73,163.2,261.79,260.0,,Africa,5.567551984166808,5.560681631015528,
980,Ecuador,ECU,1967,5629057.0,57.48,108.3,453.65,460.0,,South America,6.1173155840606315,6.131226489483141,
981,Eritrea,ERI,1967,1152339.0,40.15,,,,,Africa,,,
982,Spain,ESP,1967,32682947.0,71.35,33.7,996.57,960.0,,Europe,6.904321252983676,6.866933284461882,
983,Estonia,EST,1967,1318946.0,70.98,,,,,Europe,,,
984,Ethiopia,ETH,1967,25620276.0,41.94,142.2,96.09,100.0,,Africa,4.565248564590233,4.605170185988092,
985,Finland,FIN,1967,4605744.0,69.82,15.1,2055.75,2060.0,,Europe,7.628397516109096,7.630461261783627,
986,Fiji,FJI,1967,498873.0,61.44,46.1,325.99,330.0,,Oceania,5.786856108736783,5.799092654460526,
987,France,FRA,1967,50722791.0,71.5,17.1,2321.47,2360.0,,Europe,7.749955533332409,7.7664168980196555,
988,Faroe Islands,FRO,1967,37202.0,74.35,,1780.16,,,Europe,7.484456884600162,,
989,Gabon,GAB,1967,563108.0,50.93,97.1,482.22,430.0,,Africa,6.178406850345981,6.063785208687608,
990,United Kingdom,GBR,1967,54943600.0,72.07,19.1,2058.78,2330.0,,Europe,7.629869767458431,7.753623546559746,
991,Georgia,GEO,1967,4005800.0,63.77,,,,,Europe,,,
992,Ghana,GHA,1967,8271913.0,47.73,117.1,211.22,240.0,,Africa,5.35289691385338,5.480638923341991,
993,Gibraltar,GIB,1967,25015.0,71.54,,,,,Europe,,,
994,Guinea,GIN,1967,4040153.0,38.22,184.2,,,,Africa,,,
995,Guinea-Bissau,GNB,1967,569011.0,36.34,,,,,Africa,,,
996,Equatorial Guinea,GNQ,1967,311805.0,44.59,,231.93,,,Africa,5.446442699658976,,
997,Greece,GRC,1967,8684088.0,71.39,32.5,1053.26,1110.0,,Europe,6.959644337881498,7.01211529430638,
998,Grenada,GRD,1967,98066.0,66.46,38.4,,,,North America,,,
999,Greenland,GRL,1967,41900.0,62.22,,,,,North America,,,
1000,Guatemala,GTM,1967,4978862.0,47.73,132.7,291.93,300.0,,North America,5.676528369131908,5.703782474656201,
1001,Guam,GUM,1967,82719.0,64.92,,,,,Oceania,,,
1002,Guyana,GUY,1967,662311.0,59.53,60.3,377.73,350.0,,South America,5.9341865960389875,5.857933154483459,
1003,Honduras,HND,1967,2518648.0,52.33,115.7,237.47,230.0,,North America,5.470035714435565,5.438079308923196,
1004,Croatia,HRV,1967,4338683.0,69.04,,,,,Europe,,,
1005,Haiti,HTI,1967,4382999.0,46.14,175.6,84.22,,,North America,4.433399979491821,,
1006,Hungary,HUN,1967,10216604.0,69.46,37.8,,,,Europe,,,
1007,Indonesia,IDN,1967,106526393.0,51.31,120.8,53.21,,,Asia,3.9741558859347723,,
1008,Isle of Man,IMN,1967,51741.0,65.41,,,,,Europe,,,
1009,India,IND,1967,511606372.0,46.18,140.0,98.0,110.0,,Asia,4.5849179684798145,4.700480365792417,
1010,Ireland,IRL,1967,2902450.0,71.2,22.0,1187.18,1280.0,,Europe,7.079338731785644,7.154615356913663,
1011,Iraq,IRQ,1967,8778869.0,58.42,97.3,290.64,350.0,,Asia,5.672097996162247,5.857933154483459,
1012,Iceland,ISL,1967,198751.0,73.69,14.5,3172.65,3150.0,,Europe,8.062322092271755,8.055157731819678,
1013,Israel,ISR,1967,2745000.0,70.9,28.2,1731.68,1720.0,,Asia,7.456845156913734,7.450079569807499,
1014,Italy,ITA,1967,52900500.0,71.03,33.1,1595.49,1610.0,,Europe,7.374933533921866,7.383989457978509,
1015,Jamaica,JAM,1967,1812865.0,66.09,51.2,633.26,,,North America,6.450880575894734,,
1016,Jordan,JOR,1967,1271183.0,58.97,79.8,496.92,,,Asia,6.208434573844881,,
1017,Japan,JPN,1967,99879000.0,71.4,16.2,1326.36,1290.0,,Asia,7.190194410549842,7.162397497355718,
1018,Kazakhstan,KAZ,1967,11584428.0,59.45,,,,,Asia,,,
1019,Kenya,KEN,1967,10111057.0,52.8,92.2,121.9,120.0,,Africa,4.803218608755638,4.787491742782046,
1020,Cambodia,KHM,1967,6332944.0,45.19,,,,,Asia,,,
1021,Kiribati,KIR,1967,54996.0,52.45,116.1,,,,Oceania,,,
1022,Kuwait,KWT,1967,628089.0,65.78,71.5,3887.35,,,Asia,8.265481843900229,,
1023,Lebanon,LBN,1967,2206731.0,65.68,54.4,,,,Asia,,,
1024,Liberia,LBR,1967,1358435.0,39.26,196.2,192.15,210.0,,Africa,5.258280204587496,5.3471075307174685,
1025,Libya,LBY,1967,1898199.0,52.46,122.1,1436.62,1200.0,,Africa,7.270047041816843,7.090076835776092,
1026,Liechtenstein,LIE,1967,20175.0,72.02,,,,,Europe,,,
1027,Sri Lanka,LKA,1967,11457328.0,63.56,50.7,162.29,170.0,,Asia,5.089414576701963,5.135798437050262,
1028,Lesotho,LSO,1967,913982.0,50.51,144.0,64.84,90.0,,Africa,4.171912292530301,4.499809670330265,
1029,Lithuania,LTU,1967,3044400.0,71.96,20.9,,,,Europe,,,
1030,Luxembourg,LUX,1967,334995.0,69.47,22.3,2934.53,2200.0,,Europe,7.984302011037205,7.696212639346407,
1031,Latvia,LVA,1967,2301220.0,70.87,,,,,Europe,,,
1032,Morocco,MAR,1967,13968175.0,47.1,133.5,217.3,,,Africa,5.38129870312805,,
1033,Monaco,MCO,1967,23230.0,73.06,,,,,Europe,,,
1034,Moldova,MDA,1967,2337695.0,61.78,,,,,Europe,,,
1035,Madagascar,MDG,1967,6136486.0,46.46,,155.86,160.0,,Africa,5.048962584964459,5.075173815233827,
1036,Maldives,MDV,1967,112528.0,42.11,214.1,,,,Asia,,,
1037,Mexico,MEX,1967,46129608.0,57.96,88.1,575.77,560.0,,North America,6.35570660378057,6.327936783729195,
1038,Marshall Islands,MHL,1967,18655.0,57.76,65.7,,,,Oceania,,,
1039,North Macedonia,MKD,1967,1582492.0,63.76,,,,,Europe,,,
1040,Mali,MLI,1967,5990906.0,32.2,199.1,45.99,,,Africa,3.828324930555803,,
1041,Malta,MLT,1967,311550.0,69.79,28.5,,,,Europe,,,
1042,Myanmar,MMR,1967,25406429.0,48.86,,16.55,10.0,,Asia,2.806106941244622,2.302585092994046,
1043,Montenegro,MNE,1967,522796.0,69.26,,,,,Europe,,,
1044,Mongolia,MNG,1967,1196996.0,50.13,,,,,Asia,,,
1045,Northern Mariana Islands,MNP,1967,10749.0,63.71,,,,,Oceania,,,
1046,Mozambique,MOZ,1967,7724550.0,41.95,146.6,,,,Africa,,,
1047,Mauritania,MRT,1967,1003843.0,48.89,111.5,281.53,280.0,,Africa,5.640251010521595,5.634789603169249,
1048,Mauritius,MUS,1967,783917.0,61.72,67.9,304.16,310.0,,Africa,5.717566863879073,5.736572297479192,
1049,Malawi,MWI,1967,4303012.0,35.94,165.5,,,,Africa,,,
1050,Malaysia,MYS,1967,9507099.0,62.04,46.2,335.43,350.0,,Asia,5.815400264426915,5.857933154483459,
1051,Namibia,NAM,1967,696045.0,52.93,57.4,,,,Africa,,,
1052,New Caledonia,NCL,1967,98587.0,57.69,,1826.17,1790.0,,Oceania,7.509976966654668,7.489970898834801,
1053,Niger,NER,1967,4283590.0,36.24,,155.38,160.0,,Africa,5.0458777231102845,5.075173815233827,
1054,Nigeria,NGA,1967,52293065.0,37.5,161.2,99.5,,,Africa,4.600172625564584,,
1055,Nicaragua,NIC,1967,2205567.0,52.35,129.0,297.95,280.0,,North America,5.696912483240983,5.634789603169249,
1056,Netherlands,NLD,1967,12598201.0,73.83,13.8,2154.58,2120.0,,Europe,7.675350947520709,7.659171367666058,
1057,Norway,NOR,1967,3784539.0,74.07,14.7,2530.66,2500.0,,Europe,7.836235645662983,7.824046010856292,
1058,Nepal,NPL,1967,11652716.0,41.71,192.1,72.26,70.0,,Asia,4.280209879259695,4.248495242049359,
1059,Nauru,NRU,1967,6135.0,58.62,,,,,Oceania,,,
1060,New Zealand,NZL,1967,2724100.0,71.44,17.9,2208.44,2170.0,,Oceania,7.700042675237319,7.682482446534506,
1061,Oman,OMN,1967,613318.0,43.18,186.9,174.71,170.0,,Asia,5.16311854122967,5.135798437050262,
1062,Pakistan,PAK,1967,55214768.0,50.76,140.8,135.19,130.0,,Asia,4.906684709521767,4.867534450455582,
1063,Panama,PAN,1967,1388628.0,62.89,56.1,744.89,670.0,,North America,6.613237802710938,6.507277712385012,
1064,Peru,PER,1967,12448814.0,54.89,122.4,497.58,480.0,,South America,6.20976590642395,6.173786103901937,
1065,Philippines,PHL,1967,34621320.0,60.8,54.0,223.12,220.0,,Asia,5.407731105284768,5.393627546352362,
1066,Palau,PLW,1967,10988.0,56.54,74.8,,,,Oceania,,,
1067,Papua New Guinea,PNG,1967,2337532.0,50.25,117.2,188.97,180.0,,Oceania,5.241599049658588,5.19295685089021,
1068,Poland,POL,1967,31987155.0,69.9,36.1,,,,Europe,,,
1069,Puerto Rico,PRI,1967,2645674.0,70.7,,1335.27,1240.0,,North America,7.196891876817739,7.122866658599083,
1070,Portugal,PRT,1967,8874520.0,66.46,61.6,676.39,670.0,,Europe,6.516764909389543,6.507277712385012,
1071,Paraguay,PRY,1967,2229994.0,62.02,61.6,220.93,230.0,,South America,5.397850027110227,5.438079308923196,
1072,French Polynesia,PYF,1967,102754.0,61.65,,2150.62,2040.0,,Oceania,7.673509461217712,7.620705086838262,
1073,Qatar,QAT,1967,81439.0,62.88,,,,,Asia,,,
1074,Romania,ROU,1967,19534242.0,68.08,53.2,,,,Europe,,,
1075,Rwanda,RWA,1967,3629577.0,47.99,113.7,43.96,40.0,,Africa,3.7833040272863117,3.6888794541139363,
1076,Saudi Arabia,SAU,1967,3157242.0,49.99,,1031.6,860.0,,Asia,6.938869766610484,6.756932389247553,
1077,Sudan,SDN,1967,10550597.0,51.49,89.8,116.24,110.0,,Africa,4.75566592718369,4.700480365792417,
1078,Senegal,SEN,1967,4083870.0,39.99,122.8,305.22,,,Africa,5.721034404165183,,
1079,Singapore,SGP,1967,1977600.0,67.33,25.1,626.03,660.0,,Asia,6.439397394904979,6.492239835020471,
1080,Solomon Islands,SLB,1967,164245.0,53.06,86.2,153.45,,,Oceania,5.0333798907834435,,
1081,Sierra Leone,SLE,1967,2562384.0,37.28,156.3,136.12,150.0,,Africa,4.913547150628334,5.0106352940962555,
1082,El Salvador,SLV,1967,3385184.0,50.84,113.7,288.37,300.0,,North America,5.664259221106742,5.703782474656201,
1083,San Marino,SMR,1967,17688.0,73.95,,,,,Europe,,,
1084,Somalia,SOM,1967,3454537.0,45.05,,78.67,80.0,,Africa,4.3653114183181785,4.382026634673881,
1085,Serbia,SRB,1967,6966522.0,70.09,,,,,Europe,,,
1086,South Sudan,SSD,1967,3277648.0,25.86,180.8,,,,Africa,,,
1087,Sao Tome and Principe,STP,1967,73596.0,53.45,52.5,,,,Africa,,,
1088,Suriname,SUR,1967,342679.0,59.17,,644.04,510.0,,South America,6.467765443327632,6.234410725718371,
1089,Slovenia,SVN,1967,1689528.0,68.97,,,,,Europe,,,
1090,Sweden,SWE,1967,7867931.0,74.15,12.6,3746.25,3610.0,,Europe,8.228510051323779,8.191463051326927,
1091,Swaziland,SWZ,1967,409031.0,49.53,123.6,182.77,,,Africa,5.208246913778016,,
1092,Sint Maarten (Dutch part),SXM,1967,5071.0,69.02,,,,,North America,,,
1093,Seychelles,SYC,1967,49911.0,62.07,59.7,333.23,350.0,,Africa,5.808844342248794,5.857933154483459,
1094,Turks and Caicos Islands,TCA,1967,5657.0,61.04,70.4,,,,North America,,,
1095,Chad,TCD,1967,3508512.0,40.39,138.9,128.21,130.0,,Africa,4.853669542549283,4.867534450455582,
1096,Togo,TGO,1967,1995890.0,45.62,125.7,163.94,160.0,,Africa,5.099529959277524,5.075173815233827,
1097,Thailand,THA,1967,33037801.0,54.32,89.0,170.67,170.0,,Asia,5.1397141226122205,5.135798437050262,
1098,Tajikistan,TJK,1967,2664130.0,55.5,,,,,Asia,,,
1099,Turkmenistan,TKM,1967,2027403.0,54.84,,,,,Asia,,,
1100,Tonga,TON,1967,79814.0,61.69,48.0,,,,Oceania,,,
1101,Trinidad and Tobago,TTO,1967,956418.0,64.47,50.7,796.7,750.0,,North America,6.680483041424757,6.620073206530356,
1102,Tunisia,TUN,1967,4760970.0,50.16,128.3,228.04,220.0,,Africa,5.4295419482238065,5.393627546352362,
1103,Tuvalu,TUV,1967,5652.0,53.48,101.5,,,,Oceania,,,
1104,Tanzania,TZA,1967,12200109.0,45.16,117.9,384.64,390.0,,Africa,5.952315486661023,5.966146739123692,
1105,Uganda,UGA,1967,9408924.0,49.01,111.7,102.8,,,Africa,4.63278873169668,,
1106,Ukraine,UKR,1967,46215988.0,71.11,,,,,Europe,,,
1107,Uruguay,URY,1967,2732277.0,68.41,51.3,584.76,640.0,,South America,6.371193476810386,6.461468176353717,
1108,United States,USA,1967,198712000.0,70.52,22.1,4325.96,4340.0,,North America,8.372389209943627,8.375629627094451,
1109,Uzbekistan,UZB,1967,10659180.0,58.99,,,,,Asia,,,
1110,British Virgin Islands,VGB,1967,8646.0,65.86,45.7,,,,North America,,,
1111,Vanuatu,VUT,1967,78921.0,53.67,89.9,,,,Oceania,,,
1112,Samoa,WSM,1967,133764.0,58.88,61.1,,,,Oceania,,,
1113,South Africa,ZAF,1967,20314066.0,54.96,,778.84,750.0,,Africa,6.657804780478569,6.620073206530356,
1114,Zambia,ZMB,1967,3936343.0,52.51,93.9,340.58,310.0,,Africa,5.830649871562951,5.736572297479192,
1115,Zimbabwe,ZWE,1967,4748307.0,56.77,69.0,294.21,280.0,,Africa,5.684295657434326,5.634789603169249,
1116,Aruba,ABW,1968,59069.0,66.74,,,,,North America,,,
1117,Afghanistan,AFG,1968,10756922.0,36.51,228.6,,,,Asia,,,
1118,Angola,AGO,1968,5702699.0,38.97,,,,,Africa,,,
1119,Albania,ALB,1968,2022272.0,63.79,,,,,Europe,,,
1120,Andorra,AND,1968,17176.0,74.22,,,,,Europe,,,
1121,United Arab Emirates,ARE,1968,199416.0,58.73,86.6,,,,Asia,,,
1122,Argentina,ARG,1968,23150583.0,65.23,,1141.95,1210.0,,South America,7.040494459541264,7.098375638590786,
1123,Armenia,ARM,1968,2367319.0,62.2,,,,,Europe,,,
1124,American Samoa,ASM,1968,25614.0,65.85,,,,,Oceania,,,
1125,Antigua and Barbuda,ATG,1968,62809.0,68.23,30.7,,,,North America,,,
1126,Australia,AUS,1968,12009000.0,70.68,18.2,2724.13,2730.0,,Oceania,7.9099046365731525,7.912056888179006,
1127,Austria,AUT,1968,7415403.0,70.27,25.9,1685.66,1720.0,,Europe,7.429913713194159,7.450079569807499,
1128,Azerbaijan,AZE,1968,4948500.0,55.56,,,,,Europe,,,
1129,Burundi,BDI,1968,3380387.0,43.4,117.9,54.19,50.0,,Africa,3.992588251263682,3.912023005428146,
1130,Belgium,BEL,1968,9618756.0,70.61,21.9,2251.32,2310.0,,Europe,7.719270106088135,7.745002803515839,
1131,Benin,BEN,1968,2934257.0,42.18,142.4,111.21,110.0,,Africa,4.7114337413617955,4.700480365792417,
1132,Burkina Faso,BFA,1968,5418644.0,38.76,162.8,84.97,90.0,,Africa,4.442342795264911,4.499809670330265,
1133,Bangladesh,BGD,1968,65408276.0,48.4,149.7,114.41,,,Asia,4.739831904918857,,
1134,Bulgaria,BGR,1968,8369603.0,71.2,30.0,,,,Europe,,,
1135,Bahrain,BHR,1968,219337.0,62.25,79.8,,,,Asia,,,
1136,Bosnia and Herzegovina,BIH,1968,3698794.0,64.01,,,,,Europe,,,
1137,Belarus,BLR,1968,8874552.0,71.87,20.0,,,,Europe,,,
1138,Belize,BLZ,1968,114713.0,61.96,79.3,392.28,430.0,,North America,5.971982411895931,6.063785208687608,
1139,Bermuda,BMU,1968,50404.0,67.9,,2975.95,,,North America,7.998320036070948,,
1140,Bolivia,BOL,1968,4388944.0,46.34,163.0,193.52,,,South America,5.2653630765698995,,
1141,Brazil,BRA,1968,90741240.0,56.47,106.4,373.93,370.0,,South America,5.92405639956734,5.91350300563827,
1142,Barbados,BRB,1968,248540.0,68.2,44.9,505.89,720.0,,North America,6.226317408386519,6.579251212010101,
1143,Bhutan,BTN,1968,288311.0,39.96,190.9,,,,Asia,,,
1144,Botswana,BWA,1968,583966.0,55.37,99.5,113.45,120.0,,Africa,4.731324455854078,4.787491742782046,
1145,Central African Republic,CAF,1968,2005100.0,43.98,137.2,95.64,90.0,,Africa,4.560589461412396,4.499809670330265,
1146,Canada,CAN,1968,20744000.0,72.24,20.3,3473.24,3430.0,,North America,8.152842356060273,8.140315540159985,
1147,Switzerland,CHE,1968,6067714.0,72.71,16.3,3413.49,3270.0,,Europe,8.135491556548974,8.0925452638913,
1148,Chile,CHL,1968,9514716.0,61.68,73.2,755.89,790.0,,South America,6.6278992402131305,6.672032945461067,
1149,China,CHN,1968,774510000.0,55.19,,91.47,90.0,,Asia,4.516037111384362,4.499809670330265,
1150,Côte d'Ivoire,CIV,1968,4990021.0,42.65,169.7,256.77,250.0,,Africa,5.548175735518688,5.521460917862246,
1151,Cameroon,CMR,1968,6125863.0,46.39,138.6,170.78,140.0,,Africa,5.140391792056273,4.941642422609304,
1152,Colombia,COL,1968,19766796.0,60.57,77.4,301.53,310.0,,South America,5.708857915402659,5.736572297479192,
1153,Comoros,COM,1968,230244.0,44.1,,,,,Africa,,,
1154,Costa Rica,CRI,1968,1739731.0,65.78,64.0,444.81,440.0,,North America,6.0976365613691295,6.0867747269123065,
1155,Cuba,CUB,1968,8509522.0,66.94,34.1,,,,North America,,,
1156,Curacao,CUW,1968,140298.0,67.67,,,,,North America,,,
1157,Cayman Islands,CYM,1968,9971.0,63.6,,,,,North America,,,
1158,Cyprus,CYP,1968,635157.0,67.25,,,,,Europe,,,
1159,Czechia,CZE,1968,9876346.0,69.91,21.4,,,,Europe,,,
1160,Germany,DEU,1968,77294314.0,70.61,23.5,2025.08,2080.0,,Europe,7.613365272387405,7.640123172695364,
1161,Djibouti,DJI,1968,128250.0,46.55,,,,,Africa,,,
1162,Dominica,DMA,1968,66732.0,65.28,43.3,,,,North America,,,
1163,Denmark,DNK,1968,4864883.0,73.15,15.3,2776.14,2870.0,,Europe,7.928815111955898,7.962067308753666,
1164,Dominican Republic,DOM,1968,4157189.0,57.27,93.0,259.57,260.0,,North America,5.559043514652796,5.560681631015528,
1165,Algeria,DZA,1968,13172614.0,42.81,162.7,292.44,290.0,,Africa,5.678245963676312,5.66988092298052,
1166,Ecuador,ECU,1968,5799680.0,57.95,106.4,445.23,460.0,,South America,6.098586486151982,6.131226489483141,
1167,Eritrea,ERI,1968,1181737.0,40.48,,,,,Africa,,,
1168,Spain,ESP,1968,33113134.0,71.67,31.8,978.29,1040.0,,Europe,6.885808576041028,6.946975992135418,
1169,Estonia,EST,1968,1331214.0,70.61,,,,,Europe,,,
1170,Ethiopia,ETH,1968,26337930.0,42.09,142.8,99.47,100.0,,Africa,4.599899973785127,4.605170185988092,
1171,Finland,FIN,1968,4626469.0,69.78,14.4,1927.29,2090.0,,Europe,7.563872124114242,7.644919344958857,
1172,Fiji,FJI,1968,510002.0,61.72,45.1,327.36,340.0,,Oceania,5.791052590839834,5.8289456176102075,
1173,France,FRA,1968,51112980.0,71.49,16.5,2512.62,2560.0,,Europe,7.829081381731963,7.847762537473608,
1174,Faroe Islands,FRO,1968,37560.0,74.55,,1735.53,,,Europe,7.45907057368441,,
1175,Gabon,GAB,1968,572257.0,51.55,95.0,514.57,460.0,,Africa,6.243339342402162,6.131226489483141,
1176,United Kingdom,GBR,1968,55211700.0,71.68,18.8,1951.76,2400.0,,Europe,7.576486089179415,7.783224016336037,
1177,Georgia,GEO,1968,4042300.0,64.14,,,,,Europe,,,
1178,Ghana,GHA,1968,8475729.0,47.76,116.6,196.67,220.0,,Africa,5.28151993545828,5.393627546352362,
1179,Gibraltar,GIB,1968,25578.0,71.71,,,,,Europe,,,
1180,Guinea,GIN,1968,4118550.0,38.5,182.9,,,,Africa,,,
1181,Guinea-Bissau,GNB,1968,578170.0,36.67,,,,,Africa,,,
1182,Equatorial Guinea,GNQ,1968,318849.0,44.85,,211.74,,,Africa,5.3553768581942425,,
1183,Greece,GRC,1968,8740765.0,71.47,31.0,1138.38,1230.0,,Europe,7.037363402175675,7.114769448366463,
1184,Grenada,GRD,1968,98078.0,66.91,36.7,,,,North America,,,
1185,Greenland,GRL,1968,43400.0,62.66,,,,,North America,,,
1186,Guatemala,GTM,1968,5118111.0,47.76,129.3,314.67,320.0,,North America,5.751514543109404,5.768320995793772,
1187,Guam,GUM,1968,84563.0,65.2,,,,,Oceania,,,
1188,Guyana,GUY,1968,676160.0,59.69,60.0,339.79,340.0,,South America,5.828317305790243,5.8289456176102075,
1189,Honduras,HND,1968,2593057.0,53.04,112.2,249.44,250.0,,North America,5.519199639128098,5.521460917862246,
1190,Croatia,HRV,1968,4365628.0,68.89,,,,,Europe,,,
1191,Haiti,HTI,1968,4465328.0,46.52,172.8,82.41,,,North America,4.411655480089236,,
1192,Hungary,HUN,1968,10255815.0,69.34,36.8,474.88,,,Europe,6.16306259204879,,
1193,Indonesia,IDN,1968,109450006.0,51.89,117.4,64.65,,,Asia,4.169061931792782,,
1194,Isle of Man,IMN,1968,52891.0,65.54,,,,,Europe,,,
1195,India,IND,1968,522716889.0,47.92,138.8,101.56,100.0,,Asia,4.620618272697642,4.605170185988092,
1196,Ireland,IRL,1968,2915550.0,70.88,20.7,1158.86,1380.0,,Europe,7.0551881572917825,7.22983877815125,
1197,Iraq,IRQ,1968,9085016.0,58.97,93.1,318.83,420.0,,Asia,5.764666051375509,6.040254711277414,
1198,Iceland,ISL,1968,201488.0,73.9,14.0,2389.88,2820.0,,Europe,7.778999900925089,7.944492163932159,
1199,Israel,ISR,1968,2803000.0,70.75,27.2,1943.7,2010.0,,Asia,7.572347815182451,7.605890001053122,
1200,Italy,ITA,1968,53235750.0,70.87,32.0,1718.5,1770.0,,Europe,7.449205038837362,7.478734825567875,
1201,Jamaica,JAM,1968,1833765.0,66.32,49.7,591.05,620.0,,North America,6.381893539229028,6.429719478039138,
1202,Jordan,JOR,1968,1372460.0,59.77,76.5,408.84,,,Asia,6.013329636313086,,
