,Country Name,Country Code,Year,Population,Period life expectancy at birth,Infant Mortality,GDP Per Capita,GNP Per Capita,PPP Per Capita,Continent,Log GDP Per Capita,Log GNP Per Capita,Log PPP Per Capita
8768,Barbados,BRB,2009,274123.0,75.46,12.9,16294.91,16150.0,1.69,North America,9.698608064971237,9.689675328650802,0.5263191175681612
8769,Bhutan,BTN,2009,693988.0,68.16,33.6,1918.4,1980.0,14.36,Asia,7.559244695087857,7.590852123688581,2.6645252960770036
8770,Botswana,BWA,2009,1990673.0,58.3,49.3,5082.93,4890.0,3.11,Africa,8.533643909950156,8.494947582468917,1.1353362331097008
8771,Central African Republic,CAF,2009,4529047.0,14.67,234.9,456.47,460.0,244.71,Africa,6.1235266475038985,6.131226489483141,5.500089007899819
8772,Canada,CAN,2009,33630069.0,81.06,5.0,40874.88,43230.0,1.2,North America,10.618271050538965,10.674289977661678,0.18418981052063652
8773,Switzerland,CHE,2009,7743831.0,81.99,4.0,71568.31,71800.0,1.47,Europe,11.17840769058272,11.181639755036315,0.38533382681117456
8774,Chile,CHL,2009,17009731.0,78.89,7.6,10098.8,9880.0,354.33,South America,9.220172053878624,9.198267790741914,5.870217068756757
8775,China,CHN,2009,1331260000.0,75.32,13.6,3832.23,3680.0,3.15,Asia,8.251201494560235,8.210668031162976,1.1480191740370904
8776,Côte d'Ivoire,CIV,2009,21997940.0,54.74,70.9,1540.45,1080.0,228.06,Africa,7.339832415412403,6.984716320118266,5.429612291016781
8777,Cameroon,CMR,2009,19113974.0,56.49,66.3,1461.39,1460.0,238.73,Africa,7.287143311327217,7.286191714702382,5.475318692378434
8778,Colombia,COL,2009,44271541.0,74.53,16.8,5250.97,5200.0,1092.8,South America,8.566168657337226,8.556413904569519,6.996503033539242
8779,Comoros,COM,2009,641947.0,62.3,48.3,1410.31,1440.0,215.91,Africa,7.251561392290802,7.272398392570047,5.3748550923135126
8780,Costa Rica,CRI,2009,4499791.0,79.37,9.3,6832.7,6570.0,319.14,North America,8.829474940321626,8.790269111478656,5.765635964675837
8781,Cuba,CUB,2009,11294719.0,77.58,5.0,5089.24,5080.0,,North America,8.534882842375193,8.533066540572527,
8782,Curacao,CUW,2009,146833.0,74.49,,19540.25,19100.0,1.35,North America,9.880231599924581,9.857443614034722,0.29850510827953985
8783,Cayman Islands,CYM,2009,52618.0,75.67,,81373.57,,0.98,North America,11.306805820544598,,-0.021058534277111574
8784,Cyprus,CYP,2009,1109371.0,80.37,2.9,32236.45,32820.0,0.68,Europe,10.38085305466031,10.398793364644082,-0.3825719008530705
8785,Czechia,CZE,2009,10443936.0,77.26,2.8,19817.42,18830.0,13.64,Europe,9.89431670777932,9.843206621651198,2.612921238210442
8786,Germany,DEU,2009,81902307.0,79.92,3.5,42487.21,43610.0,0.81,Europe,10.656958455768068,10.683041760836812,-0.20932694178179465
8787,Djibouti,DJI,2009,911527.0,60.35,66.6,1150.94,,,Africa,7.048332181142906,,
8788,Dominica,DMA,2009,68864.0,71.84,21.7,7102.03,6710.0,1.89,North America,8.868135692609776,8.811354229965728,0.6389907864008901
8789,Denmark,DNK,2009,5523095.0,78.96,3.6,58412.75,60300.0,7.73,Europe,10.975289419584382,11.007087382715277,2.045284914371683
8790,Dominican Republic,DOM,2009,9695265.0,71.59,30.7,4977.8,4860.0,17.2,North America,8.51274307320374,8.48879371689454,2.8451469910229172
8791,Algeria,DZA,2009,35490445.0,73.87,25.1,4235.43,4570.0,22.54,Africa,8.351240114228373,8.42726848388825,3.1152571253184287
8792,Ecuador,ECU,2009,14825954.0,74.9,16.7,4053.36,3970.0,0.47,South America,8.307302262727573,8.286521373681236,-0.7594109802537065
8793,Eritrea,ERI,2009,2887885.0,63.2,38.6,642.93,520.0,6.27,Africa,6.466029201048852,6.253828811575473,1.8356555063900863
8794,Spain,ESP,2009,46362946.0,81.63,3.3,32279.82,32520.0,0.72,Europe,10.382197572418518,10.389610563661748,-0.33030847170933025
8795,Estonia,EST,2009,1334515.0,75.15,3.9,14712.45,14570.0,0.52,Europe,9.59644931379145,9.58671989918925,-0.6594513167032198
8796,Ethiopia,ETH,2009,88007636.0,58.72,61.9,368.57,330.0,4.27,Africa,5.90964343807342,5.799092654460526,1.451834746686574
8797,Finland,FIN,2009,5338871.0,79.83,2.6,47478.35,48950.0,0.9,Europe,10.76802908676937,10.798554647958657,-0.10922575385356621
8798,Fiji,FJI,2009,907239.0,66.35,17.1,3164.13,3620.0,0.86,Oceania,8.05963428568171,8.194229304819817,-0.15138584634159177
8799,France,FRA,2009,64706436.0,81.16,3.1,41728.09,44070.0,0.86,Europe,10.638929764159013,10.693534557836033,-0.1473510166900529
8800,Faroe Islands,FRO,2009,48791.0,78.62,,47059.19,,6.41,Europe,10.759161550568306,,1.8585292358138614
8801,Gabon,GAB,2009,1661556.0,64.36,40.0,7290.58,7170.0,256.19,Africa,8.894337732853888,8.877660933593667,5.545911704664285
8802,United Kingdom,GBR,2009,62276270.0,80.16,4.6,38744.13,44080.0,0.71,Europe,10.564734583133736,10.693761443826796,-0.3423579233439394
8803,Georgia,GEO,2009,3814419.0,71.06,12.8,2822.69,2950.0,0.67,Europe,7.9454453962306415,7.989560449333865,-0.3972226666674654
8804,Ghana,GHA,2009,24862664.0,60.93,47.5,1047.7,1160.0,0.54,Africa,6.954356669472054,7.05617528410041,-0.6120317549082118
8805,Gibraltar,GIB,2009,30823.0,81.81,,,,,Europe,,,
8806,Guinea,GIN,2009,10143534.0,56.05,75.3,662.19,660.0,2029.24,Africa,6.495546354373004,6.492239835020471,7.615415855124973
8807,Guinea-Bissau,GNB,2009,1526377.0,56.3,71.1,583.19,590.0,208.58,Africa,6.36851306830368,6.380122536899765,5.3403001435949715
8808,Equatorial Guinea,GNQ,2009,1135673.0,57.88,77.9,13232.5,9950.0,210.22,Africa,9.490431350175374,9.205327830152639,5.348162151006925
8809,Greece,GRC,2009,11107017.0,80.37,3.3,29425.46,29490.0,0.7,Europe,10.289615473894749,10.291806501809322,-0.35033366385042597
8810,Grenada,GRD,2009,111254.0,74.57,13.6,6932.56,6390.0,1.82,North America,8.843985113438825,8.762489547371581,0.5970131765176986
8811,Greenland,GRL,2009,56323.0,68.38,,44918.84,,4.92,North America,10.712612615626048,,1.5936993610561603
8812,Guatemala,GTM,2009,14215611.0,69.68,29.3,2611.65,2610.0,3.34,North America,7.867736078369997,7.867105500316739,1.2067583522541263
8813,Guam,GUM,2009,166173.0,76.14,,29054.06,,,Oceania,10.27691344684908,,
8814,Guyana,GUY,2009,752094.0,66.03,34.6,4209.13,4160.0,97.28,South America,8.345011802404743,8.333270353255308,4.577600623544647
8815,Honduras,HND,2009,8189899.0,69.82,20.9,1781.16,1670.0,9.21,North America,7.485018452421594,7.4205789054108005,2.2198516719581236
8816,Croatia,HRV,2009,4305181.0,76.31,4.8,14475.96,13960.0,0.51,Europe,9.580244848957324,9.543951376316363,-0.6733167832160236
8817,Haiti,HTI,2009,9689581.0,61.69,56.8,1196.85,1160.0,17.05,North America,7.087450782883659,7.05617528410041,2.836366777485033
8818,Hungary,HUN,2009,10022650.0,74.18,5.3,13077.31,13410.0,127.69,Europe,9.478633599598128,9.503755976275723,4.849637082230872
8819,Indonesia,IDN,2009,243220028.0,68.27,28.2,2218.49,2110.0,2929.52,Asia,7.704579998126537,7.6544432264701125,7.9825950537935135
8820,Isle of Man,IMN,2009,82939.0,79.3,,66156.11,46790.0,,Europe,11.099772465462795,10.753424783860263,
8821,India,IND,2009,1225524753.0,66.7,48.7,1094.95,1110.0,13.37,Asia,6.998463747119226,7.01211529430638,2.5927210569486823
8822,Ireland,IRL,2009,4535375.0,80.1,3.7,52133.09,46810.0,0.9,Europe,10.861555168614974,10.753852134294116,-0.10390490890088329
8823,Iraq,IRQ,2009,30058206.0,67.83,31.8,3714.71,4010.0,371.89,Asia,8.220056446711109,8.296546520300614,5.918611194603195
8824,Iceland,ISL,2009,318499.0,81.42,2.1,41301.27,43610.0,121.98,Europe,10.628648607038535,10.683041760836812,4.803853079808266
8825,Israel,ISR,2009,7485600.0,81.82,3.8,28381.64,28000.0,3.99,Asia,10.25349791035702,10.239959789157341,1.3837568944726848
8826,Italy,ITA,2009,59095365.0,81.76,3.4,37388.45,37970.0,0.77,Europe,10.529117211512085,10.544551653225849,-0.2596195346868974
8827,Jamaica,JAM,2009,2736995.0,71.72,17.9,4428.38,4420.0,47.84,North America,8.395789453923227,8.393894975071744,3.8679383204710414
8828,Jordan,JOR,2009,7141753.0,73.71,17.5,3435.83,3270.0,0.26,Asia,8.142014899823625,8.0925452638913,-1.3372562719730472
8829,Japan,JPN,2009,128047000.0,82.97,2.4,41309.0,39230.0,115.22,Asia,10.628835596316026,10.577197039203599,4.746835316151894
8830,Kazakhstan,KAZ,2009,16619846.0,67.46,18.5,6938.01,6580.0,58.85,Asia,8.844770522055502,8.791790024319363,4.074982160902099
8831,Kenya,KEN,2009,40408891.0,60.48,41.9,1047.97,830.0,32.69,Africa,6.95460817018138,6.721425700790643,3.4869429052132226
8832,Cambodia,KHM,2009,14276810.0,66.75,40.6,875.75,840.0,1270.14,Asia,6.775079447339284,6.733401891837359,7.146881150548324
8833,Kiribati,KIR,2009,106467.0,65.81,42.5,1316.63,1850.0,0.98,Oceania,7.182828705163298,7.52294091807237,-0.017804334409980974
8834,Kuwait,KWT,2009,2795484.0,77.17,9.3,37907.1,45410.0,0.14,Asia,10.542893712100147,10.723487624091996,-1.9938047348946637
8835,Lebanon,LBN,2009,4992287.0,77.26,11.4,7090.85,6620.0,786.79,Asia,8.86656119597533,8.797850648931053,6.667963360176639
8836,Liberia,LBR,2009,3943028.0,59.11,72.9,448.39,410.0,0.48,Africa,6.105655287135327,6.016157159698354,-0.7396885830681165
8837,Libya,LBY,2009,6366686.0,72.07,13.8,9551.05,11140.0,0.41,Africa,9.164406797928642,9.318297513481275,-0.8856132076755646
8838,Liechtenstein,LIE,2009,35742.0,81.94,,126024.71,116380.0,,Europe,11.744233314060079,11.66461597821066,
8839,Sri Lanka,LKA,2009,20756435.0,70.3,13.0,2026.66,1950.0,36.38,Asia,7.6141441005161115,7.575584651557793,3.593966111340484
8840,Lesotho,LSO,2009,1980883.0,45.06,78.3,878.85,1190.0,3.66,Africa,6.778611902674362,7.081708586105575,1.296704497261973
8841,Lithuania,LTU,2009,3162916.0,72.85,5.4,11854.37,12440.0,0.47,Europe,9.380451948193974,9.42867236629317,-0.7562829526767848
8842,Luxembourg,LUX,2009,497783.0,79.91,2.4,109419.75,70650.0,0.9,Europe,11.60294665499502,11.165493388112674,-0.10199728876225635
8843,Latvia,LVA,2009,2141669.0,72.7,6.9,11996.03,13700.0,0.52,Europe,9.392331230176826,9.525151111816216,-0.6517231273134224
8844,Morocco,MAR,2009,32030778.0,70.45,29.7,3119.59,3150.0,3.79,Africa,8.045456420522806,8.055157731819678,1.3328647228274315
8845,Monaco,MCO,2009,32364.0,84.19,3.3,169150.27,,,Europe,12.038542754725583,,
8846,Moldova,MDA,2009,2865213.0,69.41,15.6,1898.44,1950.0,4.29,Europe,7.548787647332669,7.575584651557793,1.4573439785273206
8847,Madagascar,MDG,2009,21547280.0,62.3,47.4,446.32,450.0,589.99,Africa,6.101025514835874,6.1092475827643655,6.380105231164137
8848,Maldives,MDV,2009,348275.0,76.37,12.8,6734.03,5490.0,6.98,Asia,8.814929300633485,8.610683534503575,1.9431444839124707
8849,Mexico,MEX,2009,111999721.0,73.63,16.8,8423.57,9230.0,7.49,North America,9.038788928592778,9.130214327496898,2.013910928581739
8850,Marshall Islands,MHL,2009,52019.0,64.39,32.2,2906.63,3730.0,0.89,Oceania,7.974749706267459,8.224163512637862,-0.11262959460516699
8851,North Macedonia,MKD,2009,1958782.0,74.47,9.7,4799.79,4860.0,18.36,Europe,8.47632686834867,8.48879371689454,2.9104313536546025
8852,Mali,MLI,2009,15435539.0,55.59,79.1,662.88,620.0,190.66,Africa,6.496599089570076,6.429719478039138,5.2505120345603284
8853,Malta,MLT,2009,412477.0,80.42,6.0,21176.31,20050.0,0.57,Europe,9.960638441600025,9.905984432734716,-0.5630416952059168
8854,Myanmar,MMR,2009,48660459.0,63.1,56.4,758.44,660.0,229.14,Asia,6.6312675629844895,6.492239835020471,5.434336004357851
8855,Montenegro,MNE,2009,618294.0,75.4,6.3,6727.11,6740.0,0.37,Europe,8.813900577931431,8.815815203906352,-0.9892552530126183
8856,Mongolia,MNG,2009,2691115.0,67.17,22.5,1703.33,1780.0,343.99,Asia,7.440339009729503,7.484368643286131,5.840627056300905
8857,Northern Mariana Islands,MNP,2009,55325.0,77.9,,14369.63,,,Oceania,9.572872507699353,,
8858,Mozambique,MOZ,2009,22391745.0,54.4,63.7,547.7,570.0,15.84,Africa,6.30572247759615,6.345636360828596,2.762549316562505
8859,Mauritania,MRT,2009,3284448.0,65.48,43.4,1435.43,1500.0,11.57,Africa,7.269219810196731,7.313220387090301,2.448594509484466
8860,Mauritius,MUS,2009,1247429.0,73.26,13.0,7318.13,7830.0,15.7,Africa,8.898109619237589,8.965717788984849,2.7535557809762405
8861,Malawi,MWI,2009,14395788.0,56.71,55.5,625.87,590.0,63.66,Africa,6.439142250194645,6.380122536899765,4.1536173565200984
8862,Malaysia,MYS,2009,28124778.0,75.27,6.5,7191.43,7500.0,1.34,Asia,8.880645717695472,8.922658299524402,0.29227046886873825
8863,Namibia,NAM,2009,2077394.0,55.35,43.1,4302.91,4260.0,4.54,Africa,8.367047686503293,8.357024439263416,1.5127240570539557
8864,New Caledonia,NCL,2009,257250.0,75.68,,33836.49,,,Oceania,10.429295205530085,,
8865,Niger,NER,2009,15943675.0,56.49,72.3,461.13,480.0,217.13,Africa,6.133683325426616,6.173786103901937,5.380493078711357
8866,Nigeria,NGA,2009,162049464.0,51.08,75.4,1820.49,1960.0,58.48,Africa,7.506858963356526,7.580699752224563,4.068769249487014
8867,Nicaragua,NIC,2009,5656601.0,71.5,19.4,1467.08,1410.0,7.69,North America,7.291029443543199,7.251344983372214,2.04009206456611
8868,Netherlands,NLD,2009,16530388.0,80.67,3.9,53172.03,52220.0,0.85,Europe,10.881287712940686,10.86322084225312,-0.16443959632741115
8869,Norway,NOR,2009,4828726.0,80.87,2.8,80347.57,88130.0,9.08,Europe,11.294117128847983,11.386568276093707,2.206534329024953
8870,Nepal,NPL,2009,27173035.0,66.6,41.8,473.08,480.0,17.93,Asia,6.159261867653848,6.173786103901937,2.886210773439363
8871,Nauru,NRU,2009,10016.0,59.85,26.0,4410.57,4090.0,1.07,Oceania,8.39175867822764,8.316300249036848,0.06312157153204126
8872,New Zealand,NZL,2009,4302600.0,80.54,5.2,28209.36,29690.0,1.47,Oceania,10.247409199242963,10.298565567757805,0.38651263932480295
8873,Oman,OMN,2009,2684659.0,76.63,9.6,20655.92,22010.0,0.14,Asia,9.935757144494206,9.999252174520507,-1.9374577241362179
8874,Pakistan,PAK,2009,194376534.0,64.21,74.8,963.79,1020.0,20.03,Asia,6.870871422302668,6.927557906278317,2.9972389788127005
8875,Panama,PAN,2009,3564381.0,76.23,15.1,7796.93,7120.0,0.53,North America,8.96148485428317,8.87066300440602,-0.6385799231884416
8876,Peru,PER,2009,28896811.0,72.63,17.5,4181.19,3950.0,1.41,South America,8.338350589145591,8.281470857895167,0.3453517847397511
8877,Philippines,PHL,2009,94384250.0,68.63,23.4,1864.45,2130.0,17.24,Asia,7.530721615229424,7.6638772587034705,2.8470628457700715
8878,Palau,PLW,2009,18709.0,67.99,16.8,10155.43,10030.0,0.77,Oceania,9.22576413326815,9.21333588095598,-0.2609392045118213
8879,Papua New Guinea,PNG,2009,7406438.0,62.77,47.1,1568.83,1460.0,1.67,Oceania,7.358086630160733,7.286191714702382,0.5150885960441554
8880,Poland,POL,2009,38151603.0,75.91,5.4,11556.3,12520.0,1.87,Europe,9.354986254268587,9.43508264465409,0.6255164166973511
8881,Puerto Rico,PRI,2009,3740410.0,78.38,,25768.73,16580.0,0.84,North America,10.156916860760894,9.715952428689286,-0.16966878424889784
8882,Portugal,PRT,2009,10568247.0,79.83,3.1,23151.22,22990.0,0.63,Europe,10.049802559780762,10.042814617757227,-0.4662538683945809
8883,Paraguay,PRY,2009,5671236.0,72.28,23.3,3941.85,3740.0,1997.41,South America,8.279404967131262,8.226840890408578,7.599606368450955
8884,French Polynesia,PYF,2009,269481.0,80.87,,24434.22,,,Oceania,10.103739877764962,,
8885,Qatar,QAT,2009,1608903.0,78.84,7.7,60785.74,63010.0,1.76,Asia,11.01511042126842,11.051048722936102,0.5638705836769861
8886,Romania,ROU,2009,20367487.0,73.46,11.1,8548.45,9220.0,1.57,Europe,9.053505766749067,9.12913031655064,0.44933736547190967
8887,Rwanda,RWA,2009,10060432.0,61.81,45.4,564.04,540.0,258.38,Africa,6.335123567965208,6.29156913955832,5.554430222535658
8888,Saudi Arabia,SAU,2009,24217654.0,75.45,11.2,17718.39,19810.0,1.21,Asia,9.782358427985107,9.893942139692596,0.19196278957264531
8889,Sudan,SDN,2009,34569113.0,62.68,55.7,1178.22,1310.0,0.82,Africa,7.071761633209213,7.177782416195197,-0.19732320083042035
8890,Senegal,SEN,2009,12337389.0,63.75,43.0,1308.69,1330.0,236.2,Africa,7.176785005482382,7.1929342212158,5.4646764265666885
8891,Singapore,SGP,2009,4987573.0,81.43,2.2,38926.81,37320.0,0.86,Asia,10.569438378068321,10.52728465496128,-0.15652064197643883
8892,Solomon Islands,SLB,2009,518141.0,68.4,21.4,1554.71,1460.0,6.2,Oceania,7.349042534978455,7.286191714702382,1.823765886568378
8893,Sierra Leone,SLE,2009,6055646.0,51.31,94.7,624.9,640.0,1.22,Africa,6.437589713317131,6.461468176353717,0.19505326866232192
8894,El Salvador,SLV,2009,6048279.0,70.36,16.4,2910.19,2870.0,0.48,North America,7.975972453479253,7.962067308753666,-0.7339340660134455
8895,San Marino,SMR,2009,33066.0,83.22,2.7,62428.99,,0.72,Europe,11.041785099115243,,-0.3253558274718237
8896,Somalia,SOM,2009,11961201.0,52.1,98.9,246.51,380.0,10054.12,Africa,5.507415751368819,5.940171252720432,9.21573813532978
8897,Serbia,SRB,2009,7320807.0,74.11,6.7,6414.04,6680.0,33.26,Europe,8.76624537218137,8.806873266530692,3.504466552610331
8898,South Sudan,SSD,2009,9243556.0,56.85,82.1,1323.22,,1.05,Africa,7.187823958577848,,0.04871819335857634
8899,Sao Tome and Principe,STP,2009,177853.0,63.67,25.2,1128.28,1070.0,6.43,Africa,7.028450037795811,6.975413927455952,1.8604058971030162
8900,Suriname,SUR,2009,543568.0,69.32,21.6,7129.58,6700.0,1.58,South America,8.87200716559247,8.809862805379057,0.45690654186164653
8901,Slovenia,SVN,2009,2039669.0,79.03,2.8,24501.79,24560.0,0.65,Europe,10.106501444029785,10.108874382261078,-0.4377409130609788
8902,Sweden,SWE,2009,9298515.0,81.36,2.6,46707.87,52390.0,8.92,Europe,10.751667894597707,10.866471012402265,2.1884083842167597
8903,Swaziland,SWZ,2009,1105153.0,46.91,65.5,3239.76,3180.0,3.85,Africa,8.083253853148939,8.064636475774222,1.3482420790460778
8904,Sint Maarten (Dutch part),SXM,2009,33491.0,74.8,,25528.41,,1.37,North America,10.147547331235593,,0.31543245385756036
8905,Seychelles,SYC,2009,87298.0,72.41,12.5,9747.09,10310.0,7.19,Africa,9.184724243135872,9.240869577011006,1.9725185111599626
8906,Turks and Caicos Islands,TCA,2009,28588.0,76.67,5.6,24596.89,,,North America,10.110375161296252,,
8907,Chad,TCD,2009,11893754.0,49.83,84.9,781.14,810.0,230.83,Africa,6.66075883853036,6.697034247666484,5.4416958555088
8908,Togo,TGO,2009,6551865.0,56.93,54.6,720.69,710.0,229.92,Africa,6.580214870866899,6.565264970035361,5.437711776640179
8909,Thailand,THA,2009,68121080.0,74.67,12.6,4135.44,4060.0,11.85,Asia,8.327348978953273,8.308938252595778,2.47241764965293
8910,Tajikistan,TJK,2009,7490230.0,68.25,31.5,664.8,790.0,1.27,Asia,6.499479708824726,6.672032945461067,0.23771998873757744
8911,Turkmenistan,TKM,2009,5451592.0,68.16,35.9,3707.98,3260.0,1.28,Asia,8.218242130281721,8.089482474360754,0.24335690982889852
8912,Tonga,TON,2009,107203.0,70.95,10.8,2914.24,3090.0,1.39,Oceania,7.977363626400248,8.035926369891792,0.32679346039325013
8913,Trinidad and Tobago,TTO,2009,1310106.0,71.4,22.6,14634.06,16330.0,3.13,North America,9.591106728335197,9.700759185964511,1.1401746954603518
8914,Tunisia,TUN,2009,10650681.0,74.32,16.9,4080.09,4020.0,0.57,Africa,8.313874405508013,8.299037181613066,-0.5665939079482553
8915,Tuvalu,TUV,2009,10461.0,64.69,27.8,2683.97,4870.0,1.12,Oceania,7.8950513875472375,8.490849216076635,0.11030700654864058
8916,Tanzania,TZA,2009,43633982.0,60.49,50.5,693.82,660.0,459.46,Africa,6.542217673658876,6.492239835020471,6.130051747532169
8917,Uganda,UGA,2009,31451151.0,59.16,52.4,798.95,550.0,765.37,Africa,6.683294723220978,6.309918278226516,6.6403589185970295
8918,Ukraine,UKR,2009,46623731.0,69.16,11.9,2607.09,2810.0,2.54,Europe,7.865989033040172,7.940939762327791,0.9324654832614023
8919,Uruguay,URY,2009,3310091.0,76.67,9.7,9881.4,9140.0,13.58,South America,9.198409049111728,9.120415664448196,2.608578119351048
8920,United States,USA,2009,306771529.0,78.48,6.4,47194.95,47910.0,1.0,North America,10.762042176218221,10.777079529877168,0.0
8921,Uzbekistan,UZB,2009,27939328.0,69.52,30.4,1205.8,1150.0,366.87,Asia,7.094897990894936,7.047517221357296,5.905018436439001
8922,British Virgin Islands,VGB,2009,27218.0,76.2,13.9,,,,North America,,,
8923,Vanuatu,VUT,2009,232731.0,69.42,17.9,2546.38,2500.0,99.55,Oceania,7.842429296327897,7.824046010856292,4.600670708770976
8924,Samoa,WSM,2009,191513.0,69.49,17.4,3279.18,3160.0,1.83,Oceania,8.095349491905207,8.058327306580958,0.6016315208074
8925,South Africa,ZAF,2009,51728516.0,57.41,37.7,6374.71,6350.0,4.41,Africa,8.760093188635565,8.756210091886738,1.482845028678085
8926,Zambia,ZMB,2009,13490389.0,55.89,50.7,1136.24,1260.0,2.0,Africa,7.035481325921209,7.138866999945524,0.6911714526700592
8927,Zimbabwe,ZWE,2009,13142790.0,49.75,70.7,735.44,420.0,0.51,Africa,6.600475148657963,6.040254711277414,-0.667695371727636
8928,Aruba,ABW,2010,101838.0,74.3,,24093.14,23050.0,1.28,North America,10.08968243792605,10.045421048424794,0.24576960032359318
8929,Afghanistan,AFG,2010,28284089.0,60.7,76.9,560.62,530.0,14.54,Asia,6.329045999506046,6.272877006546167,2.677113418770759
8930,Angola,AGO,2010,23294825.0,57.24,68.9,3597.34,3240.0,50.04,Africa,8.187950777534118,8.083328608786376,3.9128257148881187
8931,Albania,ALB,2010,2913021.0,78.41,9.7,4094.35,4360.0,44.2,Europe,8.317363176766325,8.38022733634308,3.7888061966523194
8932,Andorra,AND,2010,80706.0,84.2,4.2,42746.83,,0.74,Europe,10.663050341853461,,-0.30750516721638355
8933,United Arab Emirates,ARE,2010,6869838.0,81.89,7.0,43696.67,42040.0,1.92,Asia,10.685027205637605,10.646376824990888,0.651253196852661
8934,Argentina,ARG,2010,41288694.0,75.68,12.4,10260.13,9160.0,2.26,South America,9.236020916968926,9.122601457668177,0.8131506734173054
8935,Armenia,ARM,2010,3044800.0,72.94,16.4,3041.34,3280.0,160.17,Europe,8.020054968743029,8.09559870137819,5.0762269464282195
8936,American Samoa,ASM,2010,55228.0,72.59,,10375.17,,,Oceania,9.24717092464297,,
8937,Antigua and Barbuda,ATG,2010,85320.0,76.7,9.5,15216.31,14390.0,1.71,North America,9.630123147359082,9.574288799881414,0.5392997608652177
8938,Australia,AUS,2010,22031750.0,82.01,4.0,52144.67,46750.0,1.5,Oceania,10.861777163165032,10.752569534716834,0.40787752921233555
8939,Austria,AUT,2010,8363404.0,80.46,3.6,46611.14,49770.0,0.84,Europe,10.749594833222146,10.815167671852599,-0.17157629445780373
8940,Azerbaijan,AZE,2010,9054332.0,70.31,29.5,5843.53,5410.0,0.32,Europe,8.673090990146315,8.596004371840527,-1.1411086780351272
8941,Burundi,BDI,2010,9376444.0,57.09,55.0,216.73,200.0,434.67,Africa,5.378641751325204,5.298317366548036,6.074594928610188
8942,Belgium,BEL,2010,10895586.0,80.04,3.7,44197.39,47110.0,0.84,Europe,10.696421099611392,10.760240571694087,-0.1782693779713692
8943,Benin,BEN,2010,9797484.0,58.39,63.7,973.24,1020.0,216.88,Africa,6.8806350830496505,6.927557906278317,5.379366669694518
8944,Burkina Faso,BFA,2010,16176498.0,56.34,65.7,624.96,630.0,213.34,Africa,6.4376832509568835,6.4457198193855785,5.362905046527701
8945,Bangladesh,BGD,2010,152201981.0,68.01,36.9,757.39,780.0,22.15,Asia,6.629872080847246,6.659293919683638,3.097906634645318
8946,Bulgaria,BGR,2010,7395599.0,73.81,9.1,6863.67,7010.0,0.68,Europe,8.833997135874379,8.855092980028635,-0.39000629418552063
8947,Bahrain,BHR,2010,1228543.0,78.59,7.1,21819.33,19510.0,0.17,Asia,9.990551512342877,9.878682433617158,-1.7923721997029298
8948,Bosnia and Herzegovina,BIH,2010,3811472.0,76.83,6.0,4506.48,4820.0,0.73,Europe,8.41327125949687,8.480529207044645,-0.31146679541169475
8949,Belarus,BLR,2010,9483836.0,70.5,4.2,6034.68,6150.0,0.12,Europe,8.705277917827742,8.724207360800564,-2.1440443963904428
8950,Belize,BLZ,2010,320245.0,70.88,15.5,5451.14,5050.0,1.12,North America,8.603579851460406,8.527143522269405,0.11325516746490956
8951,Bermuda,BMU,2010,63725.0,79.41,,104111.82,105750.0,1.44,North America,11.553220833597505,11.568833096908524,0.366182129987225
8952,Bolivia,BOL,2010,10182345.0,66.0,34.9,1929.78,1760.0,2.65,South America,7.565163219025085,7.473069088032197,0.9763522790738919
8953,Brazil,BRA,2010,193701929.0,73.78,16.0,11403.28,9750.0,1.39,South America,9.341656498951009,9.185022563991893,0.3279625772919046
8954,Barbados,BRB,2010,275243.0,75.49,12.7,18860.38,16710.0,1.99,North America,9.844818883145802,9.72376262158944,0.686954468856342
8955,Bhutan,BTN,2010,701632.0,68.76,31.4,2435.58,2180.0,15.37,Asia,7.797940120770455,7.687080155783135,2.732429579745466
8956,Botswana,BWA,2010,2033111.0,59.14,50.5,6215.73,5370.0,3.31,Africa,8.734838802441404,8.58858318750291,1.1972787300175918
8957,Central African Republic,CAF,2010,4492995.0,46.87,88.1,476.87,500.0,251.96,Africa,6.167251858288651,6.214608098422191,5.529259866369393
8958,Canada,CAN,2010,34005902.0,81.34,5.0,47560.67,44490.0,1.22,North America,10.769761366706087,10.703019723800088,0.20034155039076373
8959,Switzerland,CHE,2010,7824909.0,82.29,3.9,76531.37,79040.0,1.47,Europe,11.245456039545951,11.277709332421749,0.38275313276022677
8960,Chile,CHL,2010,17181464.0,79.1,7.5,12632.87,10720.0,359.84,South America,9.444057463672266,9.279866434624793,5.885651206718288
8961,China,CHN,2010,1337705000.0,75.67,12.5,4550.47,4340.0,3.33,Asia,8.422986669941714,8.375629627094451,1.2024889981745095
8962,Côte d'Ivoire,CIV,2010,22488065.0,55.28,68.8,1553.55,1120.0,228.74,Africa,7.348297186646269,7.02108396428914,5.432581059624662
8963,Cameroon,CMR,2010,19668066.0,56.97,63.9,1398.59,1450.0,237.48,Africa,7.243217734696508,7.27931883541462,5.4700973775912125
8964,Colombia,COL,2010,44777319.0,74.88,16.3,6398.3,5690.0,1120.76,South America,8.763786959626445,8.646465527120377,7.021766027177517
8965,Comoros,COM,2010,654836.0,62.75,47.0,1386.57,1450.0,216.89,Africa,7.234591410571615,7.27931883541462,5.379388244073442
